,Symbol,11/20/2022
113,C,
114,CFG,
115,CLX,95.5532574974
116,CME.O,9.8192080299
117,CMS,11.5609796322
118,KO,46.2007659937
119,CTSH.O,18.7234415385
120,CL,320.4142011834
121,CMCSA.O,15.1908376472
122,CMA,
123,CAG,10.2448167479
124,COP,21.4709986047
125,ED,6.9231560539
126,STZ,-0.3189792663
127,CEG.O,-1.7359640952
128,COO,54.7016644375
129,CPRT.O,26.7359101388
130,GLW,14.8964439234
131,CTVA.K,7.2179732314
132,CSGP.O,5.2775896451
133,COST.O,30.5920536041
134,CTRA.K,16.5384779901
135,CCI,13.0707150516
136,CSX.O,28.4381933737
137,CMI,25.7740686986
138,CVS,10.9508251191
139,DHI,34.1716545906
140,DHR,14.9458985318
141,DRI,38.1018897292
142,DVA,91.4835110894
143,DE,38.0196378475
144,DAL,10.3301973806
145,XRAY.O,8.4512696979
146,DVN,46.3159627892
147,DXCM.O,7.9977252753
148,FANG.O,20.8983813811
149,DLR,9.5697123349
150,DFS,
151,DISH.O,16.4510616059
152,DIS,3.4789525008
153,DG,37.1305488476
154,DLTR.O,17.7008491182
155,D,9.6193331516
156,DPZ,
157,DOV,29.6705833867
158,DOW,41.2483660131
159,DTE,7.5343114056
160,DUK,8.0217972445
161,DD,5.4083188321
162,DXC,14.1845386534
163,EMN,14.6158437793
164,ETN,13.6808856842
165,EBAY.O,3.7783941825
166,ECL,16.8758914769
167,EIX,6.1798503474
168,EW,28.8774471192
169,EA.O,10.203685742
170,ELV,
171,LLY,76.3528671482
172,EMR,31.9158393836
173,ENPH.O,31.8213093755
174,ETR,9.6836335264
175,EOG,21.9575933621
176,EPAM.K,21.5497742238
177,EQT,-11.9862376351
178,EFX,22.0412273427
179,EQIX.O,4.6494643306
180,EQR,12.409802911
181,ESS,8.1466311567
182,EL,41.0406113162
183,ETSY.O,71.2380282748
184,RE,
185,EVRG.K,9.786514479
186,ES,8.424821093
187,EXC.O,5.0942100391
188,EXPE.O,0.5229820416
189,EXPD.O,46.0018690091
190,EXR,29.223475202
191,XOM,14.1142736095
192,FFIV.O,13.3421933405
193,FDS,33.8123855026
194,FAST.O,32.0324133393
195,FRT,10.3671156541
196,FDX,15.5822998758
197,FITB.O,
198,FRC,
199,FE,15.5731523379
200,FIS,0.8629341832
201,FISV.O,4.2160487974
202,FLT,26.9848349186
203,FMC,26.4438638866
204,F,45.2903079196
205,FTNT.O,74.103926238
206,FTV,6.6484813059
207,FBHS.K,26.4506960259
208,FOXA.O,10.7292315911
209,FOX.L,-33.9956459521
210,BEN,11.3833817958
211,FCX,35.654549971
212,GRMN.K,18.6100500633
213,IT,108.5963190889
214,GNRC.K,30.5484886935
215,GD,19.5603867636
216,GE,-8.7871238186
217,GIS,27.055684362
218,GM,19.124973753
219,GPC,26.847431827
220,GILD.O,31.7027832243
221,GL,
222,GPN,3.6459576691
223,GS,21.0193434309
224,HAL,24.9336870027
225,HIG,
226,HAS.O,15.807276176
227,HCA,
228,PEAK.K,1.8021447231
229,HSIC.O,18.6388373876
230,HSY,59.2001612315
231,HES,9.583404766
232,HPE,19.0283176013
233,HLT,
234,HOLX.O,28.6317456129
235,HD,2050.2807236432
236,HON.O,30.6882994629
237,HRL,13.5663656115
238,HST.O,-0.1567152484
239,HWM,7.2829922371
240,HPQ,
241,HUM,
242,HBAN.O,
243,HII,23.1046931408
244,IBM,23.4132509684
245,IEX,16.8210561894
246,IDXX.O,112.6777502118
247,ITW,79.1654422568
248,ILMN.O,9.8743034858
249,INCY.O,29.7301541135
250,IR,5.7490673907
251,INTC.O,22.5223744396
252,ICE,19.2290378373
253,IP,13.2498819084
254,IPG,29.6776203084
255,IFF,1.9712955278
256,INTU.O,15.7050551121
257,ISRG.O,15.7595480895
258,IVZ,10.9171534216
259,INVH.K,2.8567031062
260,IQV,16.0425143237
261,IRM,45.1872627882
262,JBHT.O,26.611126987
263,JKHY.O,26.8735595159
264,J,7.9454204252
265,JNJ,30.4120144791
266,JCI,9.0570499557
267,JPM,
268,JNPR.K,5.7040314207
269,K,43.5597189696
270,KDP.O,8.8317862339
271,KEY,
272,KEYS.K,28.2945248584
273,KMB,318.2456140351
274,KIM,10.8858635726
275,KMI,5.730898344
276,KLAC.O,139.019587123
277,KHC.O,1.5633645537
278,KR,17.3954172798
279,LHX,9.2495680697
280,LH,24.21726574
281,LRCX.O,74.848901561
282,LW,47.7707763643
283,LVS,-46.4479774603
284,LDOS.K,18.4717281982
285,LEN,22.8289862424
286,LNC,
287,LIN,8.365443559
288,LYV,
289,LKQ.O,19.0807897677
290,LMT,74.4079179922
291,L,
292,LOW,
293,LUMN.K,17.6767237632
294,LYB,56.7149125019
295,MTB,
296,MRO,8.9047865581
297,MPC,5.3300278897
298,MKTX.O,25.8356917806
299,MAR.O,119.1973969631
300,MMC,31.2534181872
301,MLM,11.2988894254
302,MAS,5125.0
303,MA,126.7897540685
304,MTCH.O,
305,MKC,18.1190102074
306,MCD,
307,MCK,
308,MDT,9.6923417228
309,MRK,38.8812774602
310,META.O,31.1017541642
311,MET,
312,MTD,338.6882949861
313,MGM,19.9496301143
314,MCHP.O,22.8901610591
315,MU.O,18.5144927536
316,MSFT.O,47.1513305027
317,MAA,8.9845714567
318,MRNA.O,146.075973992
319,MHK,12.1865390607
320,MOH,27.8882776132
321,TAP,7.8015367251
322,MDLZ.O,15.3992157144
323,MPWR.O,21.8968665124
324,MNST.O,23.4907434985
325,MCO,103.0726256983
326,MS,14.51004237
327,MOS,16.156151693
328,MSI,
329,MSCI.K,
330,NDAQ.O,18.5063922669
331,NTAP.O,123.0466185161
332,NFLX.O,36.1252645787
333,NWL.O,14.3628374137
334,NEM,4.9256051521
335,NWSA.O,7.5823039007
336,NWS.O,7.5823039007
337,NEE,9.6940921115
338,NKE,43.1118083286
339,NI,9.2113862751
340,NDSN.O,23.193158149
341,NSC,21.1381541925
342,NTRS.O,13.0377007479
343,NOC,59.6043395022
344,NLOK.O,
345,NCLH.K,-132.8053539578
346,NRG,82.8409090909
347,NUE,55.0489509114
348,NVDA.O,44.8316285484
349,NVR,40.511955544
350,NXPI.O,24.1856256463
351,ORLY.O,5863.5741856843
352,OXY,14.3444730077
353,ODFL.O,29.5278610981
354,OMC,43.2757372612
355,ON.O,24.8550573001
356,OKE,24.8757771161
357,ORCL.K,
358,OGN,67.9235796883
359,OTIS.K,
360,PCAR.O,16.8495269287
361,PKG,24.5451229299
362,PARA.O,23.1964630821
363,PH,15.2566478248
364,PAYX.O,46.1711861036
365,PAYC.K,25.2956549072
366,PYPL.O,19.9731710823
367,PNR,24.5572192041
368,PEP.O,52.9409770485
369,PKI,17.3449629241
370,PFE,31.9201355758
371,PCG,-0.4193271705
372,PM,
373,PSX,6.9043250328
374,PNW,10.0897224131
375,PXD,12.3118060803
376,PNC,
377,POOL.O,76.0579894474
378,PPG,23.7160751566
379,PPL,0.1328609389
380,PFG.O,
381,PG,31.7144793314
382,PGR,
383,PLD,8.9901957876
384,PRU,
385,PEG,-4.2600749458
386,PTC.O,14.4459963336
387,PSA,21.8314317323
388,PHM,27.6868942176
389,QRVO.O,22.506657397
390,PWR,10.277733305
391,QCOM.O,92.8798769803
392,DGX,30.2204044535
393,RL,23.3483775582
394,RJF,
395,RTX,5.3666228285
396,O,1.9948689243
397,REG.O,6.0123522296
398,REGN.O,54.2073766283
399,RF,
400,RSG,14.7788441716
401,RMD,24.9562390037
402,RHI,46.2913615379
403,ROK,36.4482327182
404,ROL,34.6630041989
405,ROP,8.9150592462
406,ROST.O,46.8687701427
407,RCL,-75.9845950792
408,SPGI.K,238.0165289256
409,CRM,2.8988998635
410,SBAC.O,
411,SLB,13.8947368421
412,STX.O,445.6756756757
413,SEE,233.2383665717
414,SRE,5.3366805685
415,NOW,7.044970343
416,SHW,61.6534391534
417,SBNY.O,
418,SPG,70.2908205128
419,SWKS.O,23.6891724951
420,SJM,7.7676468961
421,SNA,20.4950791827
422,SEDG.O,14.1222374526
423,SO,8.5347699724
424,LUV,10.1296008294
425,SWK,14.1306219399
426,SBUX.O,
427,STT,
428,STE,4.6841428298
429,SYK,14.2627230786
430,SIVB.O,
431,SYF,
432,SNPS.O,14.8495556156
433,SYY,92.5857433131
434,TMUS.O,4.4984603484
435,TROW.O,36.8554128287
436,TTWO.O,11.7067566975
437,TPR,30.8865964507
438,TRGP.K,2.4909040022
439,TGT,50.9480324201
440,TEL,22.644150028
441,TDY,8.207841041
442,TFX,13.682272618
443,TER.O,42.4980014706
444,TSLA.O,21.0783378487
445,TXN.O,68.9964476021
446,TXT,11.8009478673
447,TMO,20.5179282869
448,TJX,55.4732150491
449,TSCO.O,50.7888822248
450,TT,22.8055213367
451,TDG,
452,TRV,
453,TRMB.O,13.0661928503
454,TFC,
455,TYL,7.4920020055
456,TSN,17.3039412158
457,USB,
458,UDR,4.4934652514
459,ULTA.O,55.7770157305
460,UNP,41.9229409685
461,UAL.O,-35.7448357448
462,UPS,172.904091214
463,URI,26.3097949886
464,UNH,
465,UHS,15.9846084529
466,VLO,4.9958368027
467,VTR,0.4548237672
468,VRSN.O,
469,VRSK.O,24.168132446
470,VZ,29.4923545766
471,VRTX.O,24.9334440138
472,VFC,36.9320729205
473,VTRS.O,-5.8420873344
474,VICI.K,9.4206091802
475,V,40.8828749367
476,VNO,2.756543225
477,VMC,10.7235492546
478,WAB,5.4912341992
479,WBA.O,17.8091756685
480,WMT,16.6563120516
481,WBD.O,9.1193400716
482,WM,24.9176728869
483,WAT,231.0639688643
484,WEC,12.1387633664
485,WFC,
486,WELL.K,0.5996241452
487,WST,31.5234253801
488,WDC.O,13.0764536658
489,WRK,
490,WY,26.7412042261
491,WHR,40.5222769442
492,WMB,13.0820972749
493,WTW.O,17.7906976744
494,GWW,56.3479200432
495,WYNN.O,
496,XEL.O,10.5807135522
497,XYL,13.8053669576
498,YUM,
499,ZBRA.O,32.6443057722
500,ZBH,3.473761713
501,ZION.O,
502,ZTS,49.0134744947
